place,name,kind,source
ir-dokoohak,۱۵۱,colloquial,osm
ir-r10054742,۰۴۸,colloquial,osm
ir-shahrak-fahmideh,آسیاب برجی,old,osm
ir-r10054055,۰۰۹,colloquial,osm
ir-west-ghoddowsi,۰۹۶,colloquial,osm
ir-ghasr-e-abunasr,۱۱۹,colloquial,osm
ir-dehpialeh,۰۶۶,colloquial,osm
ir-shahrak-e-parvaz,۰۶۳,colloquial,osm
ir-erfan-bolouvar,۰۶۸,colloquial,osm
ir-zand,۰۰۶,colloquial,osm
ir-dehshtor,شهرک ولیعصر,colloquial,osm
ir-adel-abad,۰۷۰,colloquial,osm
ir-bagh-e-takht-2,۰۱۹,colloquial,osm
ir-shahrak-rezvan,۰۹۰,colloquial,osm
ir-shahrak-golshan,۰۹۴,colloquial,osm
ir-sadeqiye,آریاشهر,colloquial,osm
ir-eram-2,۰۱۸,colloquial,osm
ir-rabbani,۰۳۵,colloquial,osm
ir-nasr,۰۸۴,colloquial,osm
ir-baharestan-5,۱۲۴,colloquial,osm
ir-r10054531,۰۵۲,colloquial,osm
ir-district-4,منطقه بافت کهن شهرداری ساری,spelling,osm
ir-tachara,۱۲۹,colloquial,osm
ir-qasrodasht,۰۳۲,colloquial,osm
ir-abzangi,۰۵۹,colloquial,osm
ir-r11789896,میدان فراهان; 20 متری میقان,colloquial,osm
ir-shahrak-qasr-qomsheh,۱۵۰,colloquial,osm
ir-aghdasieh-2,اراج,colloquial,osm
ir-south-hemmat,۰۹۵,colloquial,osm
ir-javadieh,۱۱۸,colloquial,osm
ir-zerehi-amirkabir,۰۵۳,colloquial,osm
ir-tiskupan,طیس کوپان,colloquial,osm
ir-dustan,۱۱۵,colloquial,osm
ir-golshan-2,خاک سفید,old,osm
ir-heshmatiyeh,کوشکک,colloquial,osm
ir-nurbahar-city,نورآباد,colloquial,osm
ir-r10054755,۰۶۹,colloquial,osm
ir-r11789898,بهشت زهرا; جهانگیری,colloquial,osm
ir-south-ahmadi-artesh,۰۲۷,colloquial,osm
ir-r11789911,۹۰ هکتاری;کوی رضوی (گردو),colloquial,osm
ir-r17394220,اجبارکلا,colloquial,osm
ir-dast-e-khezr-naserabad,۱۳۱,colloquial,osm
ir-r16811740,یاسریه,colloquial,osm
ir-shahrak-valfajr,۱۱۱,colloquial,osm
ir-r11789907,شهرک علی ابن ابی طالب(ع) (فوتبال),colloquial,osm
ir-sefidshahr,سفیدشهر,colloquial,osm
ir-eslam-abaad,زورآباد,old,osm
ir-manbae-ab,۰۹۷,colloquial,osm
ir-zargandeh,حسن آباد,colloquial,osm
ir-dasht-chenar-mehrab,۰۶۴,colloquial,osm
ir-golzar-2,ده تازیان,old,osm
ir-golzar-2,قریه العرب,colloquial,osm
ir-rajaei-shahr-gohardasht,گوهردشت,old,osm
ir-ard-khusheh,۱۳۲,colloquial,osm
ir-gol-e-sorkh,۱۴۰,colloquial,osm
ir-shahrak-farhangian-4,۰۹۱,colloquial,osm
ir-golestan-haft-tanan,۰۳۶,colloquial,osm
ir-r10054767,۰۶۷,colloquial,osm
ir-kuhnani,کونانی,colloquial,osm
ir-jannat-terminal-barbari,۰۷۶,colloquial,osm
ir-fatemi,شهید فاطمی,colloquial,osm
ir-mianrud,۱۰۸,colloquial,osm
ir-r11714375,شهرک ثارالله,colloquial,osm
ir-farhangshahr-2,۱۲۶,colloquial,osm
ir-roknabad-3,۱۰۰,colloquial,osm
ir-shahrak-golha-2,۰۸۶,colloquial,osm
ir-r8672684,فارسی,spelling,osm
ir-dastgerd-2,دستجرد,colloquial,osm
ir-gelkoshen,گل کوش,colloquial,osm
ir-sahl-abad-3,۱۳۳,colloquial,osm
ir-dinakan,۱۱۷,colloquial,osm
ir-shahedshahr,شاهد شهر,colloquial,osm
ir-mirdamad-2,داوودیه,colloquial,osm
ir-givi,کیوی,colloquial,osm
ir-jamaran-mahdieh,۱۱۲,colloquial,osm
ir-r10054099,۱۰۶,colloquial,osm
ir-bakhshan,بکشان,colloquial,osm
ir-ahmad-abad-3,۱۱۰,colloquial,osm
ir-shahrak-esteghlal-bezeyn,۱۴۱,colloquial,osm
ir-r10054877,۰۹۹,colloquial,osm
ir-shahrak-mostafa-khomeini,مصطفی خمینی; بلوار قدس,colloquial,osm
ir-kuy-nasr,گیشا,colloquial,osm
ir-shahrak-mahdi-abad,۰۸۷,colloquial,osm
ir-shahid-rajayi,۱۱۴,colloquial,osm
ir-salehiyeh,صالح آباد,old,osm
ir-jordan-park-melat,امانیه,colloquial,osm
ir-south-qadir,۱۴۵,colloquial,osm
ir-haqqabad,زنگرآپ,old,osm
ir-haqqabad,حک آباد,colloquial,osm
ir-r10055291,۱۵۲,colloquial,osm
ir-mahdi-abad,۰۸۰,colloquial,osm
ir-shahrak-zaferanieh,شهرک زعفرانیه,spelling,osm
ir-heravi-hossein-abad,مبارک آباد,colloquial,osm
ir-r11789900,شهدای صفری; کارخانه آرد; میدان سردشت; شهرک اندیشه,colloquial,osm
ir-estakhr-2,کوهسار,colloquial,osm
ir-sajjadieh-mohammadieh,۱۲۵,colloquial,osm
ir-r10055226,۱۳۰,colloquial,osm
ir-azimieh,رسالت,colloquial,osm
ir-north-golestan,۱۴۹,colloquial,osm
ir-etrek,Gyzyletrek,old,osm
ir-etrek,اترک,spelling,osm
ir-eyvane-kay,دهستان ایوانکی,colloquial,osm
ir-gaz-borkhar,گز,colloquial,osm
ir-shahrak-beheshti-2,۱۳۷,colloquial,osm
ir-baqershahr,باقر شهر,colloquial,osm
ir-mahmoodabad-industrial-city-2,شهرک صنعتی محمود آباد,colloquial,osm
ir-shadegan,فلاحیه,colloquial,osm
ir-rostamabad,نریمان,old,osm
ir-soghad,صغاد,spelling,osm
ir-jamkaran,قم,spelling,osm
ir-parsian-city,شهر گاوبندی,colloquial,osm
ir-andishe,شهر جدید اندیشه,colloquial,osm
ir-district-8-3,منطقه 8,spelling,osm
ir-kamalshahr,کمال آباد,old,osm
ir-kamalshahr,کمال شهر,colloquial,osm
ir-saravan,شستون,old,osm
ir-roudan,دهبارز,colloquial,osm
ir-aran-va-bidgol,آران,colloquial,osm
ir-chahar-dangeh,شهر چهاردانگه,spelling,osm
ir-chahar-dangeh,چهار دانگه,colloquial,osm
ir-abu-musa,گپ سبزو,old,osm
ir-mahabad,ساوجبلاغ,old,osm
ir-mahabad,سابلاغ;سابلاخ,colloquial,osm
ir-jahrom,شهر جهرم,spelling,osm
ir-borujerd,ووریِرد - وِروگِرد,old,osm
ir-borujerd,وروگرد,colloquial,osm
ir-mehestan,شهر جدید هشتگرد,old,osm
ir-mehestan,شهر جدید مهستان,colloquial,osm
ir-shahreza,قمشه,old,osm
ir-qaem-shahr,قائم شهر,colloquial,osm
ir-r6558904,گشت,spelling,osm
ir-arak,سلطان آباد,old,osm
ir-bam,کجاران,old,osm
ir-bushehr,بندر بوشهر,colloquial,osm
ir-urmia,رضائیه,old,osm
ir-khorramabad,خورماوه,colloquial,osm
ir-r6558176,دهستان کناره,colloquial,osm
ir-kermanshah,باختران,old,osm
ir-r6558803,چیاکاو,colloquial,osm
ir-west-kakavand-rural-district,دهستان کاکاوند غربی,spelling,osm
ir-north-savadkuh-county,سواد کوه شمالی,colloquial,osm
ir-itivand-district,بخش ایتیوند,spelling,osm
ir-markazi-rural-district,بخش مرکزی خورموج,spelling,osm
ir-central-tehran-section,بخش مرکزی تهران,spelling,osm
ir-r6556611,دهستان ایوانکی,colloquial,osm
ir-baneh-county,Baneh County;بانه,colloquial,osm
ir-kohsan,Kohsan District,colloquial,osm
ir-golshan-county,شهرستان جالق,colloquial,osm
ir-khanekuk-rd,دهستان خانکوک,colloquial,osm
ir-khoy-county,Choj,colloquial,osm
ir-khoy-county,خوی,spelling,osm
ir-taftan-county,شهرستان تپتان,colloquial,osm
ir-hadishahr,علمدار گرگر,colloquial,osm
ir-hadishahr,هادیشهر,spelling,osm
ir-bostanabad,اوجان,old,osm
ir-bostanabad,بستان آوا,colloquial,osm
ir-aghasht,آگشت,colloquial,osm
ir-pozm-e-tiab,پزم طیاب,colloquial,osm
ir-galand,گَلَند,spelling,osm
ir-eyvane-kay-2,Sharax,old,osm
ir-eyvane-kay-2,ایوانکی;ایوان کی,colloquial,osm
ir-buanak,بابونک,colloquial,osm
ir-rasak,Rask,colloquial,osm
ir-firuz-abad,فیروز آباد,spelling,osm
ir-bandar-e-jask,جاسک,colloquial,osm
ir-qaderabad-2,پارسه,colloquial,osm
ir-khargerd,خرکرد,spelling,osm
ir-mehran-2,شهر مهران,colloquial,osm
ir-lalejin,لاله جین,colloquial,osm
ir-fereydunkenar,فریدون کنار,colloquial,osm
ir-kiakola,سیمرغ,colloquial,osm
ir-mazdavand,مرزداران,spelling,osm
ir-seyedabad,سیدآباد,colloquial,osm
ir-yengeh-qal-eh,ینگه قلعه,colloquial,osm
ir-dogonbadan,گچساران,colloquial,osm
ir-subatan,ییلاق سوباتان,colloquial,osm
ir-baladeh,بالاده,colloquial,osm
ir-gilan-e-gharb,عمله,old,osm
ir-gilan-e-gharb,گیلانغرب,colloquial,osm
ir-gilan-e-gharb,گیه‌ڵان,colloquial,osm
ir-kerend-e-gharb,Kerend;Karind;Karand,colloquial,osm
ir-kerend-e-gharb,دالاهو,colloquial,osm
ir-bonab-e-jadid,بناب;بنب,colloquial,osm
ir-pol-dokhtar,پلدختر,colloquial,osm
ir-bisotun-2,Bisitun;Bisitan;Bistoon;Behistan;Bisotoun,colloquial,osm
ir-sumar,Soormar;Sowmar;Soomar,colloquial,osm
ir-arwandkenar,القصبة,colloquial,osm
ir-arwandkenar,اروند کنار,colloquial,osm
ir-nik-shahr,گیه,old,osm
ir-nik-shahr,نیکشهر,colloquial,osm
ir-narmashir,نریمان,old,osm
ir-narmashir,رستم آباد,colloquial,osm
ir-asadiyeh,اسدآباد,colloquial,osm
ir-kianshahr-2,پابدانا,colloquial,osm
ir-kianshahr-2,کیان شهر,colloquial,osm
ir-habib-abad,بهاران شهر,colloquial,osm
ir-khaledabad,خالد آباد,colloquial,osm
ir-bagh-e-bahadoran,باغبادران,old,osm
ir-bagh-e-bahadoran,baghbadoran,colloquial,osm
ir-davudabad-2,داودآباد,colloquial,osm
ir-divandarreh,دیون در,colloquial,osm
ir-tasuj,تسج;تسویچ;طسوج,colloquial,osm
ir-farhad-gerd,فرهاد گرد,colloquial,osm
ir-sefid-sang,سفیدسنگ,colloquial,osm
ir-n835139249,دولت آباد,colloquial,osm
ir-darrud,دررود,colloquial,osm
ir-arianshahr,سده,old,osm
ir-raz,شهر راز,colloquial,osm
ir-sorkhankalateh,سرخنکلاته,spelling,osm
ir-ivughli,ائو اوغلی,colloquial,osm
ir-salman-shahr,متل قو,old,osm
ir-n835537485,Galugah,spelling,osm
ir-farim-2,محمد آباد,old,osm
ir-hadishahr-2,کله بست,old,osm
ir-amiriyeh,امير آباد,old,osm
ir-saadabad,سعد آباد,colloquial,osm
ir-ahram,اَهرَم,spelling,osm
ir-khalkhal,هِروآباد,old,osm
ir-landeh,لَنده,colloquial,osm
ir-lavandevil,لَوَندِویل,colloquial,osm
ir-khoshkebijar,خشک بیجار,spelling,osm
ir-otaqvar,اُطاقوَر,spelling,osm
ir-kuraiem,کورائیم,colloquial,osm
ir-lahrud,لاری,colloquial,osm
ir-hashjin,هشتجین,colloquial,osm
ir-jafarabad,جعفر آباد,spelling,osm
ir-mah-neshan,ماهنشان,colloquial,osm
ir-mehrestan,مه گس,old,osm
ir-mehrestan,مگس,colloquial,osm
ir-mehrestan,زابلی,colloquial,osm
ir-khajeh,خوجا,colloquial,osm
ir-kond-rud,کندرری,colloquial,osm
ir-nazarkahrizi,نظر کهریزی,colloquial,osm
ir-kharvana,خرونک;خرگنک;خرونغ;خروانق,colloquial,osm
ir-khodaju,خراجو,old,osm
ir-tark,تَرک,spelling,osm
ir-aq-kand,آقکند,colloquial,osm
ir-gherdakshaneh,گردکشانه,colloquial,osm
ir-chaldran,چالدران;قره عینی,old,osm
ir-baz-e-heydar,بازحیدر,colloquial,osm
ir-ravansar,Rawansar,colloquial,osm
ir-daneshjoo-square,فلکه علم ، آسیاب سه قلو,old,osm
ir-esfahak,اسپهک,old,osm
ir-n1161686975,مومن آباد,spelling,osm
ir-n1166069633,کلاته سلیمان,colloquial,osm
ir-arvij,ارویچ,colloquial,osm
ir-n1207060331,بزقوچ سفلی,colloquial,osm
ir-n1356160088,تازه کند,colloquial,osm
ir-doshanlu,دوشانلو,spelling,osm
ir-tikdar,تیکدر,spelling,osm
ir-100,صد دستگاه,colloquial,osm
ir-n1596485081,آق بند,colloquial,osm
ir-soyukh-su-muradkhan,سیوخسو انقلاب,colloquial,osm
ir-serivan-asheqan,سریوان عاشقان بزو,spelling,osm
ir-qasr-e-qajar,قصر قجر,spelling,osm
ir-axta-xana,Axda Xana,spelling,osm
ir-qizilja,Qizilca,spelling,osm
ir-qaraqishlag,Qaraqishlaq,spelling,osm
ir-yalquz-aghaj,یالغوز اغاج,spelling,osm
ir-gevlen,Gevlen,spelling,osm
ir-qarabag,Qarabag,spelling,osm
ir-akhyan,Exiyan,spelling,osm
ir-mallasarap,ماللا سارآپ,colloquial,osm
ir-mallasarap,ملاسراب,spelling,osm
ir-kamfiruz,مشهد و بیلو,colloquial,osm
ir-kaqalaq,کقالق,spelling,osm
ir-siyah-nab,سیناب,colloquial,osm
ir-qaleh-qazi,قلعه علیا,colloquial,osm
ir-yukhari-noghadi-nojeh-dehe-oliya,نوجه ده علیا,spelling,osm
ir-peyqan-peygham,پیغام پایین,spelling,osm
ir-n1864531767,پیغام بالا,spelling,osm
ir-yaralija-yaralujeh,یارالوجه,spelling,osm
ir-n1887813898,ابلهان,old,osm
ir-ezhdar-khvab,Azhdar Khowsh,colloquial,osm
ir-sepiddasht,سپیددشت,colloquial,osm
ir-jolfa-3,جولفا,colloquial,osm
ir-javaherdeh,جواهر ده,colloquial,osm
ir-qombovan,کمبوان,old,osm
ir-chaharberud,چروه ری,colloquial,osm
ir-almalu-dash,داش آلمالی,colloquial,osm
ir-qirmizi-gol,قیرمیزی گؤل,colloquial,osm
ir-seghayesh,سیغئش,colloquial,osm
ir-cheraghil,جرال,colloquial,osm
ir-cheraghil,جراغیل,colloquial,osm
ir-gunbar-qonbarf,گنبر,colloquial,osm
ir-nadilu,نئدیللی,colloquial,osm
ir-kharaju,خره جی,colloquial,osm
ir-kordabad-2,کوردوار,colloquial,osm
ir-ashestan,آشوستان,colloquial,osm
ir-qandilu,قندیلی,colloquial,osm
ir-kahnamu,کهنمی,colloquial,osm
ir-lotfabad-2,لطف آباد,spelling,osm
ir-n2000003495,حسن آباد (تازه کند),spelling,osm
ir-ashaghi-suma-kichik-suma-someye-sofla,صومعه سفلی,spelling,osm
ir-agh-gunbad,آق گنبد,spelling,osm
ir-n2019510326,نوگل,colloquial,osm
ir-n2051963870,شیرگ سارجین,colloquial,osm
ir-tangeh-karam,تنگ کرم,colloquial,osm
ir-biakara,بیه کره,colloquial,osm
ir-n2246993590,باشماق,spelling,osm
ir-n2246993703,وشکین,colloquial,osm
ir-n2246994540,محمده,spelling,osm
ir-gelaneh,ویلانه;گلانه,colloquial,osm
ir-almaneh,آمانه,colloquial,osm
ir-n2247004361,جشنی‌آباد,spelling,osm
ir-n2247018491,ابراهیم آباد,spelling,osm
ir-n2247099380,ماضی بن,spelling,osm
ir-n2247099536,خانقاه رزاب,spelling,osm
ir-vaysian,ویسیان,colloquial,osm
ir-niabad,نیوا;نی آباد,colloquial,osm
ir-niabad,نیاباد,spelling,osm
ir-vaysia,ویسیا;ویسو;ویسیان,colloquial,osm
ir-rudbar-3,رودبره,colloquial,osm
ir-guricheh,قوریچه,colloquial,osm
ir-polureh,Pilureh;Pelureh,colloquial,osm
ir-bilcheh-sur,بیلچه سر;بلچه سور;بلیچه سور,colloquial,osm
ir-galan,کولان;گلان,colloquial,osm
ir-halizabad,هلیز آباد,colloquial,osm
ir-sorkh-kul,سورکول,colloquial,osm
ir-sorkh-kul,سرخ کول,spelling,osm
ir-bidar,بیداره;بید دره;بیدره,colloquial,osm
ir-chu-in,چاوین;شاهین,colloquial,osm
ir-chu-in,چوئین,spelling,osm
ir-shahidar,شایر,colloquial,osm
ir-n2247269107,انجبران,spelling,osm
ir-sena,Sana,colloquial,osm
ir-tizabad,تیز آباد,spelling,osm
ir-shahrak-e-posht-giaban,توحیدآباد,colloquial,osm
ir-shamsabad-3,کهنه داود,colloquial,osm
ir-jaleq,Kashān;Khooshab;Khūshāb;Khvoshāb,old,osm
ir-jaleq,گلشن,colloquial,osm
ir-jaleq,جالک,colloquial,osm
ir-samiabad-e-arbab-din-mohammad,سمیع آباد ارباب دین محمد,colloquial,osm
ir-sheykh-abu-ol-qasem,کلاته درویش,colloquial,osm
ir-tazehabad-kola,Tazehabad-e Kola,colloquial,osm
ir-ezgeleh,Asgaleh;Asqaileh;Asqaila;Ezgeleh;Azgaleh;Azgaleh-ye Sheykh Najm od Din;Askileh,colloquial,osm
ir-n2401200008,علی آباد جمبزه,spelling,osm
ir-ali-abad-6,علی آباد گچی,spelling,osm
ir-koylukh-kali-oliya,کویلوخ,colloquial,osm
ir-uzband,اوزبند,colloquial,osm
ir-abu-iqab,ابوعقاب,spelling,osm
ir-abu-khadrawi,ابوخضراوی,spelling,osm
ir-aliakbar,هامون شهر,colloquial,osm
ir-nowjeh-deh,نوغدی,colloquial,osm
ir-akhula,آخوله,colloquial,osm
ir-baranlu,بارانلی,colloquial,osm
ir-kalajah,"قلعه‌گاه, کالاگاه, کُلَه‌گاه",old,osm
ir-lahijan-2,لایجان,colloquial,osm
ir-shadbad-e-mashayekh,پینه شالوار,colloquial,osm
ir-varzaqan,Karzygan;Karzigan;كَرزيگَن,old,osm
ir-varzaqan,Varziqan;Warzagan,colloquial,osm
ir-zeynabad,Zainabad;Zenabad,colloquial,osm
ir-garrus,Kerus;Karnow;Girow;Keruo;Giru;Garroos,colloquial,osm
ir-teymurlu-2,تمیرلی,colloquial,osm
ir-qaraghil,قرال,colloquial,osm
ir-kandovan,Kandivan;Kandavān;Kanvān,colloquial,osm
ir-sorkheh-dezaj,سورزه;سوره دزده;سورز;سرخه دزج,colloquial,osm
ir-sorkheh-dezaj,سرخه دزج,spelling,osm
ir-sodaqlan,سوداغلن,colloquial,osm
ir-chamkhaleh,چمخانه,colloquial,osm
ir-emam-hoseyn-town,میان آباد,colloquial,osm
ir-hezar-kanian,هزار کانیان,spelling,osm
ir-kizmel-e-sofla,گزمل سفلى;گیزمل سفل;گیزمل سفلى;گیزمل پائین,colloquial,osm
ir-bowalhasan,ابو الحسن;بلهسن;بو الحسن;بلحسن,colloquial,osm
ir-sheybanju,شیپانجاو;شیپانجو,colloquial,osm
ir-hoseynieyeh,حسین گرگ,colloquial,osm
ir-laien-no,لائین نو,colloquial,osm
ir-ali-abad-7,Ali Abad,spelling,osm
ir-eghbaliye-2,سلطان آباد,old,osm
ir-yuzidar,وزه در;یوزی در,colloquial,osm
ir-gazer-khani,گازر خانی;گزورخنی,colloquial,osm
ir-tilku,تیله کوه;تیلکوه,colloquial,osm
ir-tangi-var,تنگ گراو;تنگیور;تنگ ور,colloquial,osm
ir-tangi-var,تنگی ور,spelling,osm
ir-kashtar,خوشدار;خشکه دول,colloquial,osm
ir-ziviyeh,زیوه,colloquial,osm
ir-qaplan-tu,قپلان تو,colloquial,osm
ir-n3029395452,فرهنگیان فاز دو,colloquial,osm
ir-taavon-2,وحدت,old,osm
ir-taavon-2,تعاون 1,colloquial,osm
ir-taavon-2,تعاون,colloquial,osm
ir-n3029434760,امیرشهید,spelling,osm
ir-chokhur-kand,چوخور کند,colloquial,osm
ir-chokhur-kand,چخورکند,spelling,osm
ir-saghezchi,ساقیزچی,colloquial,osm
ir-n3036497549,دگرمان درق,colloquial,osm
ir-kani-sur,کانیسور,colloquial,osm
ir-namazgah,نمازگاه,spelling,osm
ir-seyyed-sarem,صید صارم;سید صارم,colloquial,osm
ir-seyyed-sarem,سیدصارم,spelling,osm
ir-kalati,کلاته;کلاله;کلت,colloquial,osm
ir-tiz-tiz,Têjtêj;Tizh Tizh,colloquial,osm
ir-khoshkin,وشکین;خشگین;خشکین کوماسی,colloquial,osm
ir-bani-dar,بنیدر;بنی دره;بنه دار,colloquial,osm
ir-zanuri,زنوره,colloquial,osm
ir-surban,سوربن;سوژبان;سورهیان;سوره بان;سورهبان,colloquial,osm
ir-qal-eh-juq,قلعۀ جوخ;قلعه جق,colloquial,osm
ir-jannatbu,گنهبو;گنه بو;گنه وا,colloquial,osm
ir-derewishke,درویشکه,colloquial,osm
ir-tengiser,تنگسر - تنگیسر,colloquial,osm
ir-dadaneh-kamangir,ددنه;دودانۀ درله;دادانه کمانگر;دادانه کمانگیر,colloquial,osm
ir-dadaneh-kamangir,دادانه کمانگیر,spelling,osm
ir-qohrud,کهرود,spelling,osm
ir-babashekhali,"باباشیخعلی,باباشیخ علی,بابا شیخعلی",colloquial,osm
ir-n3070560832,بیستگان,colloquial,osm
ir-arit,Aret,colloquial,osm
ir-nuryab,Nur-i-Ab,colloquial,osm
ir-gouzleh,گوزله,spelling,osm
ir-bu-in-e-sofla,بوین سفلى;بوین;بوین پائین;بوئین سفلى,colloquial,osm
ir-khuriabad,Khuriawa,colloquial,osm
ir-abbas-abad-9,عباس آباد;کله,colloquial,osm
ir-shirabad-4,شیرآباد خان ببین,colloquial,osm
ir-charzekhun,چره زغون,colloquial,osm
ir-boyuk-joghan-joqan,جوغان بزرگ,colloquial,osm
ir-juqan-e-kuchak,جوغان,colloquial,osm
ir-ispirakhun,ایسپیره خون,colloquial,osm
ir-liqvan,لیوان,colloquial,osm
ir-anirjan,اونارجان,colloquial,osm
ir-asenjan,اسینجان,colloquial,osm
ir-sayidabad,سیداوا,colloquial,osm
ir-khorasanlu-khorasanak,خراسانک,spelling,osm
ir-dagh-babakandi-babakandiye-kuh,داغ باباکندی,colloquial,osm
ir-kuhdel,کودیل,colloquial,osm
ir-b,محله آیت اله کاشانی,colloquial,osm
ir-b-2,محله دکتر حسابی,colloquial,osm
